name,tool_id,category,subcategory,description,link,github_url,offering,open_source,self_hostable,pricing,maturity,released_at,updated_at,score,rank_in_subcategory
AgentMemory,agentmemory,Memory & Context Management,TypeScript,Persistent memory for AI coding agents backed by real-world benchmarks,,https://github.com/rohitg00/agentmemory,oss-library,true,true,free,,2026-02-25,2026-08-09,26804,3
SuperMemory,supermemory,Memory & Context Management,TypeScript,"Memory API and app that is fast, scalable — the memory engine for the AI era",,https://github.com/supermemoryai/supermemory,oss-library,true,true,free,,2024-02-27,2026-08-10,28834,2
headroom,headroom,Memory & Context Management,Python/Rust,Context compression layer for AI agents; reduces tokens by 60-95% before reaching the LLM.,https://github.com/chopratejas/headroom,https://github.com/chopratejas/headroom,hybrid,false,false,freemium,,2026-01-07,2026-08-10,65677,1
OneBrain,onebrain,Memory & Context Management,Various,Local second brain system for personal knowledge management.,,https://github.com/fxa3bah/OneBrain,oss-library,true,true,free,,2026-06-13,2026-07-25,41,3
fastcontext,fastcontext,Memory & Context Management,C++/Python,Library for fast context management in LLMs with minimal latency.,https://github.com/microsoft/fastcontext,https://github.com/microsoft/fastcontext,hybrid,false,false,freemium,,,,0,1
FERNme,fernme,Memory & Context Management,Python,"A lightweight memory engine for AI agents using fuzzy graphs, Hebbian updates, and optional LLM gating.",,https://github.com/mirkofr/FERNme,oss-library,true,true,free,,2026-06-18,2026-07-22,26,12
memsearch,memsearch,Memory & Context Management,Python,"A persistent, unified memory layer for all your AI agents (e.g. Claude Code, Codex), backed by Markdown and Milvus.",https://github.com/zilliztech/memsearch,https://github.com/zilliztech/memsearch,hybrid,false,false,freemium,,2026-02-09,2026-07-31,2444,6
recall,recall,Memory & Context Management,Python,Stop wasting tokens and re-explaining your project every session. Recall gives Claude Code durable memory — entirely offline.,,https://github.com/raiyanyahya/recall,oss-library,true,true,free,,2026-06-19,2026-07-31,738,9
EverOS,everos,Memory & Context Management,Python,"One portable memory layer for every AI agent: local-first, Markdown-native, user-owned, and self-evolving across apps, tools, and workflows.",,https://github.com/EverMind-AI/EverOS,oss-library,true,true,free,,2025-10-28,2026-08-07,11939,3
atlas-memory-demo,atlas-memory-demo,Memory & Context Management,Python,"Atlas — Agent Memory on Elasticsearch. Three indices, hybrid recall with a reranker, supersession, decay, and per-user DLS isolation.",,https://github.com/noamschwartz/atlas-memory-demo,oss-library,true,true,free,,2026-05-26,2026-07-28,93,11
SimpleMem,simplemem,Memory & Context Management,Python,SimpleMem: Efficient Lifelong Memory for LLM Agents — Text & Multimodal,,https://github.com/aiming-lab/SimpleMem,oss-library,true,true,free,,2026-01-01,2026-07-24,3685,4
MemMachine,memmachine,Memory & Context Management,Python,"Universal memory layer for AI Agents. It provides scalable, extensible, and interoperable memory storage and retrieval to streamline AI agent state management for next-generation autonomous systems.",,https://github.com/MemMachine/MemMachine,oss-library,true,true,free,,2025-08-15,2026-08-07,3352,5
cognee,cognee,Memory & Context Management,Python,Cognee is the open-source AI memory platform for agents. Give your AI agents persistent long-term memory across sessions with a self-hosted knowledge graph engine.,https://github.com/topoteretes/cognee,https://github.com/topoteretes/cognee,hybrid,false,false,freemium,,2023-08-16,2026-08-09,29898,1
claude-code-live-memory,claude-code-live-memory,Memory & Context Management,Python,"A cheap, always-on model that learns your repo — so your agent stops re-reading it.",,https://github.com/shofer-dev/claude-code-live-memory,oss-library,true,true,free,,2026-06-25,2026-08-01,7,13
alluvia,alluvia,Memory & Context Management,Python,"Local-first memory for AI-assisted work across tools, with provenance and human judgment. Ingests conversations from Claude Code, Cursor, ChatGPT and other tools into one local store, distills them into atomic ideas, and finds cross-tool bridges.",,https://github.com/dylanp12/alluvia,oss-library,true,true,free,,2026-07-07,2026-07-18,3,14
Pseudolife-MCP,pseudolife-mcp,Model Context Protocol (MCP),Python,"Persistent long-term memory MCP server for Claude Code, Codex, and other MCP clients. Features associative memory bank with 8-band recency tiers, canonical-fact cortex, dream consolidation, typed knowledge graph, and web console.",,https://github.com/Pseudogiant-xr/Pseudolife-MCP,oss-library,true,true,free,,2026-07-16,2026-08-09,4,5
Scribe,scribe,Memory & Context Management,Go,"Cron-driven knowledge base that automatically mines your git history, Claude Code and Codex sessions, and self-sent URLs to write curated wiki articles in plain markdown.",https://getscribe.dev,,hybrid,false,false,freemium,,,,0,3
LightMem,lightmem,Model Context Protocol (MCP),Python,"[ICLR 2026] Lightweight and efficient memory management framework for LLMs and AI agents — storage, retrieval, and update with MCP server support.",,https://github.com/zjunlp/LightMem,oss-library,true,true,free,,2025-06-11,2026-08-06,1078,3
Beads,beads,Memory & Context Management,Go,"Distributed graph issue tracker for AI agents, powered by Dolt — persistent, structured memory replacing messy markdown plans for long-horizon tasks.",,https://github.com/gastownhall/beads,oss-library,true,true,free,,2025-10-12,2026-08-10,26178,1
PlugMem,plugmem,Memory & Context Management,Python,[ICML 2026] Plug-and-play long-term memory for LLM agents.,,https://github.com/TIMAN-group/PlugMem,oss-library,true,true,free,,2026-02-09,2026-07-09,280,10
OptMem,optmem,Memory & Context Management,Python,"Permanent memory for AI agents — a 426-token prompt and a script, plug and play.",,https://github.com/VictorTaelin/OptMem,oss-library,true,true,free,,2026-07-25,2026-07-31,1185,8
remembrane,remembrane,Model Context Protocol (MCP),Python,"Local-first memory for AI agents — one SQLite file, zero deps; recency-aware exact recall, conflict detection, time-travel journal, MCP server.",,https://github.com/satyasairay/remembrane,oss-library,true,true,free,,2026-06-12,2026-06-12,10,4
deja-vu,deja-vu,Memory & Context Management,Go,"Indexes the sessions your coding agents already wrote to disk and recalls them automatically at session start across seventeen harnesses — no LLM, no embeddings, one zero-dep binary.",,https://github.com/vshulcz/deja-vu,oss-library,true,true,free,,2026-07-14,2026-08-10,616,2
OpenWA,openwa,Productivity & Workflow,TypeScript,Self-hosted WhatsApp API Gateway for integrating messaging into apps,,https://github.com/rmyndharis/OpenWA,oss-library,true,true,free,,2026-02-02,2026-08-10,12605,3
N8N Skills,n8n-skills,Productivity & Workflow,Various,N8n skillset for Claude Code to build flawless n8n workflows,,https://github.com/czlonkowski/n8n-skills,oss-library,true,true,free,,2025-10-20,2026-08-07,6007,3
Kepano Obsidian,kepano-obsidian,Productivity & Workflow,Markdown,Personal Obsidian vault template for bottom-up note-taking,,https://github.com/kepano/kepano-obsidian,oss-library,true,true,free,,2023-09-12,2026-01-09,4319,3
GStack,gstack,Productivity & Workflow,Various,"Use Garry Tan's exact Claude Code setup: 23 opinionated tools as CEO, Designer, Eng Manager",,https://github.com/garrytan/gstack,oss-library,true,true,free,,2026-03-11,2026-08-08,127227,1
Obsidian Skills,obsidian-skills,Productivity & Workflow,Markdown,"Agent skills for Obsidian. Teach your agent to use Markdown, Bases, JSON Canvas, and the CLI.",,https://github.com/kepano/obsidian-skills,oss-library,true,true,free,,2026-01-02,2026-06-08,44575,1
strategy-skills-for-claude,strategy-skills-for-claude,Productivity & Workflow,Markdown,21 McKinsey-style strategy skills for Claude to handle business and strategic reasoning.,,https://github.com/chopratejas/strategy-skills-for-claude,oss-library,true,true,free,,,,0,4
humanizer,humanizer,Productivity & Workflow,Markdown,Claude Code skill that removes linguistic tells and signs of AI-generated writing.,,https://github.com/chopratejas/humanizer,oss-library,true,true,free,,,,0,5
odysseus,odysseus,Productivity & Workflow,Python/JS,"Self-hosted AI workspace for chat, agents, research, documents, email, and local model workflows.",,https://github.com/pewdiepie-archdaemon/odysseus,oss-library,true,true,free,,2026-05-31,2026-08-08,85067,1
last30days-skill,last30days-skill,Productivity & Workflow,Various,Skill for AI agents to retrieve the last 30 days of activity from various sources.,,https://github.com/mvanhorn/last30days-skill,oss-library,true,true,free,,2026-01-23,2026-08-09,57778,2
pm-skills,pm-skills,Productivity & Workflow,Markdown,A collection of 25+ product management skills for AI agents.,,https://github.com/phuryn/pm-skills,oss-library,true,true,free,,2026-03-01,2026-07-03,25036,2
removepaywalls.com,removepaywalls-com,Productivity & Workflow,Web,Tool to read articles without paywalls for research and context gathering.,https://removepaywalls.com/,,hybrid,false,false,freemium,,,,0,1
murmure.app,murmure-app,Productivity & Workflow,Web,Minimalist writing tool designed for focus and flow.,https://www.murmure.app/,,hybrid,false,false,freemium,,,,0,2
zennotes.org,zennotes-org,Productivity & Workflow,Web,"Simple, private note-taking application for personal knowledge management.",https://zennotes.org,,hybrid,false,false,freemium,,,,0,3
atomic-mail-agentic,atomic-mail-agentic,Productivity & Workflow,TypeScript,"Let your agents read, send, and react to email autonomously, without human involvement",,https://github.com/Atomic-Mail/atomic-mail-agentic,oss-library,true,true,free,,2026-05-07,2026-08-09,270,4
tolaria,tolaria,Productivity & Workflow,TypeScript,Desktop app to manage markdown knowledge bases,,https://github.com/refactoringhq/tolaria,oss-library,true,true,free,,2026-02-14,2026-08-07,19378,2
anki,anki,Productivity & Workflow,Rust,Anki is a smart spaced repetition flashcard program,,https://github.com/ankitects/anki,oss-library,true,true,free,,2012-12-21,2026-08-10,29634,1
rabbithole,rabbithole,Productivity & Workflow,JavaScript,"An infinite canvas for learning — select text, ask, and answers branch out as documents. MCP server for Claude Code, Codex, and any agent.",,https://github.com/shlokkhemani/rabbithole,oss-library,true,true,free,,2026-07-06,2026-08-09,299,1
OfficeCLI,officecli,Productivity & Workflow,C#,"OfficeCLI is the first and best Office suite purpose-built for AI agents to read, edit, and automate Word, Excel, and PowerPoint files. Free, open-source, single binary, no Office installation required.",,https://github.com/iOfficeAI/OfficeCLI,oss-library,true,true,free,,2026-03-15,2026-08-04,27192,1
ai-job-search,ai-job-search,Productivity & Workflow,TypeScript,"The job search that runs on your machine. AI job application framework built on Claude Code: evaluate postings, tailor CVs, write cover letters, prep interviews. Fork it and own it.",,https://github.com/MadsLorentzen/ai-job-search,oss-library,true,true,free,,2026-03-18,2026-08-09,31002,1
AgentMail,agentmail,Productivity & Workflow,SaaS,"Email Inbox API for AI agents — create, send, receive, and search messages via REST API for autonomous workflows.",https://www.agentmail.to/,,saas,false,false,freemium,,,,0,1
FUTO Notes,futo-notes,Productivity & Workflow,SaaS,"Private, local-first notes for every device — a notes app focused on user ownership and offline use.",https://notes.futo.tech,,saas,false,false,freemium,,,,0,2
Wisp AI Assistant,wisp-ai-assistant,Productivity & Workflow,Python,"A hotkey-driven AI overlay for your desktop. Press a key, pick an intent, and Wisp reads the right context, then streams an answer without making you leave what you're doing. Local-first, voice in/out, bring your own model provider.",,https://github.com/SunnyLich/Wisp-AI-Assistant,oss-library,true,true,free,,2026-05-18,2026-08-05,8,1
bento,bento,Productivity & Workflow,HTML,"The office suite that fits in a file — local-first, AI-native slides with animation, video, live charts, and web-grade design in a single self-contained HTML file.",https://bento.page/,,hybrid,false,false,freemium,,,,0,1
Harper,harper,Productivity & Workflow,Rust,"Offline, privacy-first grammar checker — fast, open-source, Rust-powered.",,https://github.com/automattic/harper,oss-library,true,true,free,,2023-10-22,2026-08-10,14309,2
RAGFlow,ragflow,RAG & Knowledge Graphs,Python,Open-source RAG engine combining document understanding with Agent capabilities,https://github.com/infiniflow/ragflow,https://github.com/infiniflow/ragflow,hybrid,false,false,freemium,,2023-12-12,2026-08-10,87147,1
onyx-dot-app,onyx-dot-app,RAG & Knowledge Graphs,TypeScript,Open-source enterprise AI platform for secure internal doc search and chat,,https://github.com/onyx-dot-app/onyx,oss-library,true,true,free,,2023-04-27,2026-08-09,31518,1
LightRAG,lightrag,RAG & Knowledge Graphs,Python,[EMNLP2025] Simple and Fast Retrieval-Augmented Generation in Python,,https://github.com/hkuds/lightrag,oss-library,true,true,free,,2024-10-02,2026-08-10,38703,3
LAT.md,lat-md,RAG & Knowledge Graphs,Markdown,"Agent Lattice: a knowledge graph for your codebase, written in markdown",,https://github.com/1st1/lat.md,oss-library,true,true,free,,2026-03-09,2026-07-29,1810,1
PageIndex,pageindex,RAG & Knowledge Graphs,Python,"Document Index for Vectorless, Reasoning-based Retrieval-Augmented Generation",,https://github.com/VectifyAI/PageIndex,oss-library,true,true,free,,2025-04-01,2026-08-09,35108,5
LLM Wiki v2,llm-wiki-v2,RAG & Knowledge Graphs,Markdown,"Extends Karpathy's LLM Wiki pattern with memory lifecycle, confidence scoring, hybrid search, multi-agent sync",,https://gist.github.com/rohitg00/2067ab416f7bbe447c1977edaaa681e2,oss-library,true,true,free,,,,0,2
Graphiti,graphiti,RAG & Knowledge Graphs,Python,"Build temporal context graphs for AI agents that track how facts change over time, maintain provenance, and support hybrid retrieval",,https://github.com/getzep/graphiti,oss-library,true,true,free,,2024-08-08,2026-08-07,29719,6
Docling,docling,RAG & Knowledge Graphs,Python,"Get your documents ready for gen AI — parse, extract, and structure PDFs, Office docs, and more",,https://github.com/docling-project/docling,oss-library,true,true,free,,2024-07-09,2026-08-08,64496,2
OpenRAG,openrag,RAG & Knowledge Graphs,Python,"Comprehensive RAG platform built on Langflow, Docling, and Opensearch in a single package",,https://github.com/langflow-ai/openrag,oss-library,true,true,free,,2025-07-11,2026-08-07,4411,8
marker,marker,RAG & Knowledge Graphs,Python,Fast PDF to Markdown/JSON conversion with high accuracy and table extraction.,https://github.com/datalab-to/marker,https://github.com/datalab-to/marker,hybrid,false,false,freemium,,2023-10-30,2026-08-07,38609,4
pdf-inspector,pdf-inspector,RAG & Knowledge Graphs,Rust,Fast Rust library for PDF classification and text extraction without OCR.,,https://github.com/firecrawl/pdf-inspector,oss-library,true,true,free,,2026-02-06,2026-08-10,14001,1
opendataloader-pdf,opendataloader-pdf,RAG & Knowledge Graphs,Various,"Fast, production-ready PDF text extraction engine optimized for RAG.",,https://github.com/opendataloader-project/opendataloader-pdf,oss-library,true,true,free,,2025-05-13,2026-08-10,28310,1
liteparse,liteparse,RAG & Knowledge Graphs,Python,Light-weight PDF parsing optimized for LlamaIndex and RAG workflows.,,https://github.com/run-llama/liteparse,oss-library,true,true,free,,2026-02-09,2026-08-05,12007,7
presidio,presidio,"Security, Privacy & Pentesting",Python,Open-source SDK for detecting and anonymizing PII in text and images,,https://github.com/microsoft/presidio,oss-library,true,true,free,,2018-05-04,2026-08-09,10402,3
Shannon,shannon,"Security, Privacy & Pentesting",Python,Autonomous white-box AI pentester for web apps and APIs,,https://github.com/KeygraphHQ/shannon,oss-library,true,true,free,,2025-09-27,2026-08-06,46583,1
Deepsec,deepsec,"Security, Privacy & Pentesting",TypeScript,Security harness powered by coding agents to find vulnerabilities in codebases,,https://github.com/vercel-labs/deepsec,oss-library,true,true,free,,2026-04-30,2026-08-09,6626,1
Kali Pentest,kali-pentest,"Security, Privacy & Pentesting",Various,Kali Linux pentesting skill for AI agents that autonomously plans and adapts attacks,,https://github.com/x-glacier/kali-pentest,oss-library,true,true,free,,2026-05-05,2026-06-25,84,1
Claude Security Guidance,claude-security-guidance,"Security, Privacy & Pentesting",Python,Official Anthropic Claude Code plugin providing security guidance for safe development,,https://github.com/anthropics/claude-plugins-official/tree/main/plugins/security-guidance,oss-library,true,true,free,,2025-11-20,2026-08-10,33336,2
Agent Governance Toolkit,agent-governance-toolkit,"Security, Privacy & Pentesting",Python,"Policy enforcement, zero-trust identity, execution sandboxing, and reliability engineering for autonomous AI agents",,https://github.com/microsoft/agent-governance-toolkit,oss-library,true,true,free,,2026-03-02,2026-08-10,5841,4
CubeSandbox,cubesandbox,"Security, Privacy & Pentesting",Rust,"Instant, concurrent, secure, lightweight sandbox for AI agents",,https://github.com/TencentCloud/CubeSandbox,oss-library,true,true,free,,2026-04-10,2026-08-10,11018,1
Bumblebee,bumblebee,"Security, Privacy & Pentesting",Go,Read-only developer endpoint scanner for checking exposure to known software supply-chain compromises,,https://github.com/perplexityai/bumblebee,oss-library,true,true,free,,2026-05-20,2026-08-07,4913,1
blue-spec,blue-spec,"Security, Privacy & Pentesting",TypeScript,Toolkit for Security-Driven Hardening (SDH) designed to help AI agents profile systems and harden defenses.,https://github.com/wellwelwel/blue-spec,https://github.com/wellwelwel/blue-spec,hybrid,false,false,freemium,,2026-06-17,2026-08-04,92,2
GenCAD,gencad,UI/UX & Design Tools,Various,AI model that converts images or sketches into editable 3D CAD programs,,https://github.com/ferdous-alam/GenCAD,oss-library,true,true,free,,2024-09-16,2025-07-14,3644,2
UI/UX Pro Max Skill,ui-ux-pro-max-skill,UI/UX & Design Tools,Various,AI skill providing design intelligence for building professional multi-platform UI/UX,,https://github.com/nextlevelbuilder/ui-ux-pro-max-skill,oss-library,true,true,free,,2025-11-30,2026-08-06,115080,1
Open Codesign,open-codesign,UI/UX & Design Tools,Web,Open-source platform for collaborative design and co-creation projects,https://opencoworkai.github.io/open-codesign/,,hybrid,false,false,freemium,,,,0,1
Open Design,open-design,UI/UX & Design Tools,TypeScript,"Local-first, open-source alternative to Anthropic's Claude Design",,https://github.com/nexu-io/open-design,oss-library,true,true,free,,2026-04-28,2026-08-10,84781,1
Maket,maket,UI/UX & Design Tools,Web,French-language design and layout tool for project pages,https://ng-galien.github.io/maket/fr/,,hybrid,false,false,freemium,,,,0,2
GetDesign.md,getdesign-md,UI/UX & Design Tools,Web,Resource hub offering design tools and assets for creatives,https://getdesign.md,,hybrid,false,false,freemium,,,,0,3
Awesome Design MD,awesome-design-md,UI/UX & Design Tools,Markdown,Collection of DESIGN.md files inspired by brand design systems,,https://github.com/VoltAgent/awesome-design-md,oss-library,true,true,free,,2026-03-31,2026-07-31,107494,1
MarpX,marpx,UI/UX & Design Tools,CSS,"Marp themes for beautiful, semantic, and powerful AI-generated presentations.",,https://github.com/chopratejas/MarpX,oss-library,true,true,free,,,,0,1
handy.computer,handy-computer,UI/UX & Design Tools,SaaS,Desktop AI interface for seamless human-AI collaboration.,https://handy.computer/,,saas,false,false,freemium,,,,0,1
Smol Audio,smol-audio,Voice & Audio AI,Python,"Practical, Colab-friendly notebooks for fine-tuning and running audio AI models",,https://github.com/Deep-unlearning/smol-audio,oss-library,true,true,free,,2026-02-17,2026-07-22,421,4
Voicebox,voicebox,Voice & Audio AI,SaaS,Voice AI platform offering advanced voice synthesis and related services,https://voicebox.sh/,,saas,false,false,freemium,,,,0,1
VibeVoice,vibevoice,Voice & Audio AI,Python,Open-source voice AI toolkit for advanced frontier voice applications,,https://github.com/microsoft/VibeVoice,oss-library,true,true,free,,2025-08-25,2026-07-24,52286,2
Dograh,dograh,Voice & Audio AI,Python/TypeScript,"Open source voice agent platform, self-hostable alternative to Vapi & Retell",,https://github.com/dograh-hq/dograh,oss-library,true,true,free,,2025-09-09,2026-08-10,5190,1
LiveKit Agents,livekit-agents,Voice & Audio AI,Python,Framework for building realtime voice AI agents with audio and video support,,https://github.com/livekit/agents,oss-library,true,true,free,,2023-10-19,2026-08-10,12850,3
Eloquent,eloquent,Voice & Audio AI,SaaS,On-device AI dictation by Google powered by Gemma models for real-time transcript polishing.,https://eloquent.google/,,saas,false,false,freemium,,,,0,2
personaplex,personaplex,Voice & Audio AI,Python,Real-time voice and role control for speech models (NVIDIA).,,https://github.com/chopratejas/personaplex,oss-library,true,true,free,,,,0,5
MOSS-TTS,moss-tts,Voice & Audio AI,Python,Open-source speech and sound generation model family.,,https://github.com/chopratejas/MOSS-TTS,oss-library,true,true,free,,,,0,6
Whisper,whisper,Voice & Audio AI,Python,Robust speech recognition via large-scale weak supervision.,https://github.com/openai/whisper,https://github.com/openai/whisper,hybrid,false,false,freemium,,2022-09-16,2026-07-28,106983,1
HeliosGen,heliosgen,Video & Media Generation,TypeScript,Self-hosted generative AI platform for building image and video pipelines,,https://github.com/SegFault42/HeliosGen,oss-library,true,true,free,,2026-04-12,2026-08-09,125,3
Hyperframes,hyperframes,Video & Media Generation,TypeScript,Write HTML and render videos with a TypeScript framework built for AI agents,,https://github.com/heygen-com/hyperframes,oss-library,true,true,free,,2026-03-10,2026-08-10,40279,1
Claude Video,claude-video,Video & Media Generation,Various,"Give Claude the ability to watch any video. Downloads, extracts frames, transcribes, and analyzes.",,https://github.com/bradautomates/claude-video,oss-library,true,true,free,,2026-04-24,2026-07-01,14795,1
Sana,sana,Video & Media Generation,Python,Efficient high-resolution image synthesis with linear diffusion transformer,,https://github.com/NVlabs/Sana,oss-library,true,true,free,,2024-10-11,2026-08-09,8728,1
Presenton,presenton,Video & Media Generation,TypeScript,"Open-source AI presentation generator and API (Gamma, Beautiful AI alternative)",,https://github.com/presenton/presenton,oss-library,true,true,free,,2025-05-10,2026-08-09,9451,2
Medusa,medusa,Web & App Frameworks,TypeScript,"Open-source, flexible commerce platform and framework for custom applications",https://github.com/medusajs/medusa,https://github.com/medusajs/medusa,hybrid,false,false,freemium,,2020-01-18,2026-08-10,35690,1
Nango,nango,Web & App Frameworks,TypeScript,Build product integrations with AI — unified API platform for SaaS connectors,,https://github.com/NangoHQ/nango,oss-library,true,true,free,,2020-04-09,2026-08-09,11396,3
Skybridge,skybridge,Web & App Frameworks,TypeScript,"Full-stack TypeScript framework for MCP Apps and ChatGPT Apps — type-safe, React-powered, platform-agnostic",,https://github.com/alpic-ai/skybridge,oss-library,true,true,free,,2025-10-07,2026-08-07,1968,5
Twenty,twenty,Web & App Frameworks,SaaS,"Open-source CRM — a modern, community-driven alternative to Salesforce",https://twenty.com/,,saas,false,false,freemium,,,,0,1
Web-to-App,web-to-app,Web & App Frameworks,TypeScript,Tool to convert websites to native desktop applications easily.,,https://github.com/shiaho777/web-to-app,oss-library,true,true,free,,2025-11-26,2026-08-08,5549,4
Bottega,bottega,Web & App Frameworks,TypeScript,Coding agent orchestration for engineering teams — shipped as a spec plus a working reference implementation.,,https://github.com/vdaubry/bottega,oss-library,true,true,free,,2026-05-23,2026-08-08,83,6
Univer,univer,Web & App Frameworks,TypeScript,"Full-stack framework for creating and editing spreadsheets, word processors, and presentations on both web and server.",,https://github.com/dream-num/univer,oss-library,true,true,free,,2022-09-29,2026-08-10,14077,2
Cloak Browser,cloak-browser,Web Scraping & Automation,Various,Stealth Chromium browser that passes bot detection tests; drop-in Playwright replacement with source-level fingerprint patches,,https://github.com/CloakHQ/CloakBrowser,oss-library,true,true,free,,2026-02-22,2026-08-09,29814,1
Scrapling,scrapling,Web Scraping & Automation,Python,Adaptive Python web scraping framework for tasks from single requests to full-scale crawls,,https://github.com/D4Vinci/Scrapling,oss-library,true,true,free,,2024-10-13,2026-08-09,73309,2
Obscura,obscura,Web Scraping & Automation,Rust,The headless browser for AI agents and web scraping. Lightweight Rust implementation with CDP support.,,https://github.com/h4ckf0r0day/obscura,oss-library,true,true,free,,2026-04-13,2026-08-09,20997,1
Smaug,smaug,Web Scraping & Automation,JavaScript,Archive your Twitter/X bookmarks to markdown with AI-powered analysis,,https://github.com/alexknowshtml/smaug,oss-library,true,true,free,,2026-01-02,2026-02-03,847,1
Crawl4AI,crawl4ai,Web Scraping & Automation,Python,Open-source LLM-friendly web crawler and scraper,,https://github.com/unclecode/crawl4ai,oss-library,true,true,free,,2024-05-09,2026-07-30,77604,1
Telecrawl,telecrawl,Web Scraping & Automation,Go,Telegram for Claws — messaging integration for AI agents,,https://github.com/openclaw/telecrawl,oss-library,true,true,free,,2026-05-08,2026-08-02,77,3
BirdClaw,birdclaw,Web Scraping & Automation,TypeScript,Stores all your tweets nicely claw-able for AI agents,,https://github.com/steipete/birdclaw,oss-library,true,true,free,,2026-03-08,2026-08-08,1621,1
WaCrawl,wacrawl,Web Scraping & Automation,Go,WhatsApp archaeology with encrypted receipts — conversation archiver,,https://github.com/steipete/wacrawl,oss-library,true,true,free,,2026-04-25,2026-08-09,170,2
BrowserSkill,browserskill,Web Scraping & Automation,Rust,"Let AI agents use your real, logged-in browser without interrupting your work. CLI + extension for browser automation across any shell-capable AI agent.",,https://github.com/Tencent/BrowserSkill,oss-library,true,true,free,,2026-06-22,2026-08-08,899,2
botasaurus,botasaurus,Web Scraping & Automation,Python,The All in One Framework to Build Undefeatable Scrapers,,https://github.com/omkarcloud/botasaurus,oss-library,true,true,free,,2023-05-09,2026-07-26,5649,4
Jina AI,jina-ai,Web Scraping & Automation,SaaS,"Jina Search Foundation API — Reader/Grounding endpoints that fetch and convert any URL into clean, LLM-ready markdown.",https://api.jina.ai/scalar#description/introduction,,saas,false,false,freemium,,,,0,1
Harpist,harpist,Web Scraping & Automation,TypeScript,"Records website traffic in Chrome and turns it into agent-usable API documentation, replayable authenticated requests, and oRPC/OpenAPI artifacts. The recorder, bridge, generated contracts, and credentials stay on your machine.",https://harpist.site,,hybrid,false,false,freemium,,,,0,2
Scrapegraph-ai,scrapegraph-ai,Web Scraping & Automation,Python,Python scraper based on AI.,,https://github.com/ScrapeGraphAI/Scrapegraph-ai,oss-library,true,true,free,,2024-01-27,2026-07-20,29294,3
Lightpanda,lightpanda,Web Scraping & Automation,Zig,The headless browser designed for AI and automation.,,https://github.com/lightpanda-io/browser,oss-library,true,true,free,,2023-02-07,2026-08-10,33654,1
pinchtab,pinchtab,Web Scraping & Automation,Go,High-performance browser automation bridge and multi-instance orchestrator with stealth injection and a real-time dashboard.,,https://github.com/pinchtab/pinchtab,oss-library,true,true,free,,2026-02-15,2026-08-03,10016,1
Leaf,leaf,Developer Utilities,Various,Terminal Markdown previewer with GUI-like experience,,https://github.com/RivoLink/leaf,oss-library,true,true,free,,2026-04-06,2026-08-07,1807,1
Kode Dot,kode-dot,Developer Utilities,Various,"A programmable, pocket-sized hardware platform for makers and pentesters featuring an ESP32-P4, AMOLED touchscreen, and extensive sensors (NFC, RFID, IMU) and GPIO.",https://kode.diy/,,hybrid,false,false,freemium,,,,0,2
LLM From Scratch,llm-from-scratch,LLM Training & Education,Python,Train Your Own LLM From Scratch. A hands-on workshop building a small GPT model from tokenizer to text generation.,,https://github.com/angelos-p/llm-from-scratch,oss-library,true,true,free,,2026-04-04,2026-05-05,3233,1
Draw.io Obsidian,draw-io-obsidian,Obsidian Ecosystem,Various,Draw.io plugin for Obsidian.md. Enables creating and editing diagrams as SVG or .drawio files within notes.,,https://github.com/zapthedingbat/drawio-obsidian,oss-library,true,true,free,,2021-08-28,2026-02-22,659,2
Obsidian Excalidraw,obsidian-excalidraw,Obsidian Ecosystem,Various,"A plugin to edit and view Excalidraw drawings in Obsidian. Supports embedding, linking, and advanced sketching features.",,https://github.com/zsviczian/obsidian-excalidraw-plugin,oss-library,true,true,free,,2021-04-17,2026-08-09,7419,1
obsidian-second-brain,obsidian-second-brain,Obsidian Ecosystem,Python/Shell,Cross-CLI skill for Obsidian that turns your vault into a living AI-first second brain.,https://github.com/eugeniughelbur/obsidian-second-brain,https://github.com/eugeniughelbur/obsidian-second-brain,hybrid,false,false,freemium,,2026-03-24,2026-08-08,3937,1
obsidian-sheet-plus,obsidian-sheet-plus,Obsidian Ecosystem,TypeScript,Spreadsheet solutions inside Obsidian.,,https://github.com/ljcoder2015/obsidian-sheet-plus,oss-library,true,true,free,,2024-05-06,2026-08-03,435,1
DataGouv MCP,datagouv-mcp,Data & Open Data,Various,"Official data.gouv.fr MCP server for searching, exploring, and analyzing French open datasets via AI chatbots.",,https://github.com/datagouv/datagouv-mcp,oss-library,true,true,free,,2025-11-25,2026-07-17,1579,1
ai-omni-skills,ai-omni-skills,Agent Skills,JavaScript,"For AI enthusiasts who try every new tool and watch their skills fragment. One source of truth for AI agent skills (SKILL.md) + cross-tool sync toolkit: MCP server, shared instructions, and one-command wiring for Claude Code, Codex, Gemini, Kimi, Cursor, Kilocode, OpenCode.",,https://github.com/moatazhamada/ai-omni-skills,oss-library,true,true,free,,2026-06-21,2026-07-23,12,2
skillhealth,skillhealth,Agent Skills,Rust,"Audit & observability for your agent skills — usage heat, doctor with fixes, relationship graph",,https://github.com/mirko-pira/skillhealth,oss-library,true,true,free,,2026-06-15,2026-08-10,0,1
skills-best-practices,skills-best-practices,Agent Skills,Python,"Write professional-grade skills for agents, validate them using LLMs, and maintain a lean context window.",,https://github.com/mgechev/skills-best-practices,oss-library,true,true,free,,2026-02-24,2026-07-27,2206,3
